StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
DL001,2018-11-11,232.36,415.28,1.72,79.86,43.87,37.4,1.49,23.48,46.28,6.14,17.67,0.28,,
DL001,2018-11-12,238.43,348.91,3.25,78.95,44.63,36.04,1.53,14.38,45.31,6.64,13.58,0.3,404,Severe
DL001,2018-11-13,284.83,427.4,19.98,112.54,76.15,41.25,1.43,21.33,30.4,8.8,43.51,0.94,406,Severe
DL001,2018-11-14,150.41,214.16,6.35,96.17,56.3,36.02,0.99,12.74,41.87,5.64,28.3,0.51,372,Very Poor
DL001,2018-11-15,106.11,154.36,7.36,77.52,47.21,30.45,0.7,12.46,27.93,4.2,33.48,0.59,280,Poor
DL001,2018-11-16,146.23,211.34,2.01,60.29,33.65,28.52,0.71,11.64,46.12,2.61,29.13,0.12,319,Very Poor
DL001,2018-11-17,166.78,271.76,9.92,80.35,50.84,29.92,0.98,14,33.51,3.84,29.2,0.38,322,Very Poor
DL001,2018-11-18,218.54,346.77,23.88,99.55,72.53,34.97,1.33,19.79,44.81,5.56,30.3,0.69,358,Very Poor
DL001,2018-11-19,226.92,355.95,2.1,77.91,43.2,37.13,1.02,21.25,52.6,4.49,14.88,0.15,380,Very Poor
DL001,2018-11-20,,343.06,5.54,88.63,51.62,38.13,1.23,21.54,41.55,4.82,37.09,0.24,289,Poor
DL001,2018-11-21,,341.64,8.6,89.14,54.41,33.79,0.86,16.33,33.36,4.05,46.67,0.26,320,Very Poor
DL001,2018-11-22,,322.6,32.47,90.9,74.74,29.05,0.93,27.2,38.39,4.52,42.07,0.52,264,Poor
DL001,2018-11-23,,326.01,41.06,74.83,73.32,30.62,0.89,19.57,37.96,4.12,83.79,0.65,309,Very Poor
DL001,2018-11-24,86.52,206.06,2.71,57.95,33.01,25.62,0.59,18.24,39.43,2.33,30.76,0.09,192,Moderate
DL001,2018-11-25,149.96,286.75,23.18,70.8,56.56,28.21,1,20.71,33.97,3.84,27.17,0.31,285,Poor
DL001,2018-11-26,182.33,353.69,59.33,78.23,89.98,30.99,1.39,30.86,32.7,5.4,37.63,0.65,336,Very Poor
DL001,2018-11-27,257.98,451.85,65.68,91,101.91,36.02,2.18,20.45,29,9.94,96.74,2.41,399,Very Poor
DL001,2018-11-28,230.46,372.59,18.9,92.46,64.62,39.83,1.6,17.92,20.35,10.07,61.27,2.51,387,Very Poor
DL001,2018-11-29,231.73,382.21,47.3,93.14,88.08,38.39,1.59,17.74,24.88,7.41,121.9,4.75,390,Very Poor
DL001,2018-11-30,205.27,369.52,25.03,89.45,68,33.45,1.26,22.29,21.5,5.74,88.54,2.19,379,Very Poor
DL001,2018-12-01,153.38,293.42,45.03,89.3,84.19,28.41,1.24,24.68,22.42,4.77,50.05,2.07,339,Very Poor
DL001,2018-12-02,179.6,341.4,90.5,84.61,118.78,26.46,1.75,24.2,25.69,6.98,89.51,5.28,342,Very Poor
DL001,2018-12-03,206.33,408.02,107.27,97.41,139.24,29.91,1.9,26.46,22.14,6.53,61.1,4.15,352,Very Poor
DL001,2018-12-04,245.3,473.36,153.62,114.4,186.08,33.28,2.51,24.45,17.23,7.81,170.95,6.7,424,Severe
DL001,2018-12-05,206.46,380.36,99.65,102.06,135.81,32.26,1.97,22.97,24.48,5.79,58.23,3.6,393,Very Poor
DL001,2018-12-06,228.9,386.96,133.84,96.67,160.48,30.71,2.33,20.69,23.95,9.55,94.68,6.73,383,Very Poor
DL001,2018-12-07,191.86,354.11,51.83,89.74,89.96,31.12,1.38,18.61,21.09,8.4,63.7,3.9,361,Very Poor
DL001,2018-12-08,221.01,354.38,38.04,82.11,74.68,32.91,1.3,24.31,26.95,8.4,63.7,3.9,369,Very Poor
DL001,2018-12-09,216.12,336.65,64.08,80.47,94.94,29.71,1.53,34.31,27.16,8.4,63.7,3.9,374,Very Poor
DL001,2018-12-10,259.24,383.93,8.31,88.15,53.53,33.51,1.6,21.26,25.87,8.4,63.7,3.9,383,Very Poor
DL001,2018-12-11,252.92,365.9,8.01,79.75,48.92,34.62,1.37,19.72,23.65,8.4,63.7,3.9,405,Severe
DL001,2018-12-12,210.33,290.5,7.68,73.71,45.47,33.01,1.21,21.13,20.55,8.4,63.7,3.9,403,Severe
DL001,2018-12-13,78,115.42,5.47,61.26,37.06,24.49,0.57,18.57,18.86,4.86,40.12,2.04,249,Poor
DL001,2018-12-14,98.81,158.25,9.09,68.82,44.01,26.74,0.59,18.66,18.43,1.1,18.5,0,199,Moderate
DL001,2018-12-15,122.35,189.48,3.44,75.64,43.04,29.5,0.63,22.14,22.4,1.1,18.5,0,276,Poor
DL001,2018-12-16,158.71,234.88,12.01,88.82,57.03,33.8,0.85,24.59,23.3,1.1,18.5,0,316,Very Poor
DL001,2018-12-17,194.64,315.25,49.7,103.13,95.39,34.74,1.29,22.4,21.53,1.1,18.5,0,346,Very Poor
DL001,2018-12-18,210.9,328.62,22.17,102.5,72.63,37.57,1.08,27.25,27.54,1.72,56.2,0.3,365,Very Poor
DL001,2018-12-19,255.17,380.98,32.73,106.54,83.34,38.93,1.44,28.56,22.89,5.64,64.2,4.52,387,Very Poor
DL001,2018-12-20,322.01,464.68,100.45,103.84,137,39.19,2.05,30.89,24.87,8.43,109.62,21.92,445,Severe
DL001,2018-12-21,263.78,379.29,30.25,112.07,84.27,41.49,1.35,24.61,26.52,5.38,62.52,7.76,412,Severe
DL001,2018-12-22,323.31,429.93,24.87,90.08,68.16,41.08,1.52,25.9,30.36,5.25,33.34,4.73,444,Severe
DL001,2018-12-23,334.3,419.71,14.47,82.4,55.59,39.43,1.93,19.42,31.42,6.85,24.23,6.56,458,Severe
DL001,2018-12-24,323.21,473.4,67.91,103.51,110.46,39.84,1.93,25.14,20.43,6.26,49.79,6.38,470,Severe
DL001,2018-12-25,225.67,319.67,7.96,100.38,59.82,39.81,1.14,19.63,20.71,3.16,32.24,1.3,404,Severe
DL001,2018-12-26,259.79,355.73,24.23,85.29,65.14,37.71,1.42,23.22,23.83,4.19,28.59,2.43,401,Severe
DL001,2018-12-27,281.79,384.12,30.34,89.3,72.21,40.01,1.63,25.1,28.23,6.1,57.61,10.05,426,Severe
DL001,2018-12-28,258.83,364.96,8.48,101.6,60.94,47.57,1.1,23.12,23.04,2.36,17.85,0.64,402,Severe
DL001,2018-12-29,284.56,399.62,34.93,96.16,79.55,42.94,1.45,23.12,20.2,0.9,2.7,0,416,Severe
DL001,2018-12-30,366.15,527.44,82.55,97.56,119.24,43.38,2.27,35.08,25.61,0.9,2.7,0,484,Severe
DL001,2018-12-31,290.83,446.31,66.44,102.37,108.62,42.86,1.67,25.76,19.17,1.44,51.36,0.89,469,Severe
DL002,2018-01-01,494.04,570.11,82.16,94.27,0,118.12,3.17,22.29,27.36,10.93,22.97,,679,Severe
DL002,2018-01-02,362.08,538.43,65.95,84.21,0,79.54,3.73,23.44,33.24,8.85,23.07,,527,Severe
DL002,2018-01-03,286.29,481.54,70.69,84.41,0,72.41,1.51,20.51,28.08,7.32,14.89,,486,Severe
DL002,2018-01-04,359.08,574.92,66.27,94.56,0,74.1,1.37,21.98,36.36,8.61,21.79,,580,Severe
DL002,2018-01-05,301.75,429.54,44.06,79.98,0,61.19,1.69,21.45,28.37,7.28,20.58,,458,Severe
DL002,2018-01-06,323.46,587.65,94.06,125.84,0,94.01,3.54,22.52,23.15,10.72,23.41,,525,Severe
DL002,2018-01-07,253.58,471.04,89.62,102.58,0,88.15,2.75,21.48,15.42,6.82,12.34,,549,Severe
DL002,2018-01-08,160.75,474.1,91.68,125.7,0,82.91,3.4,23.06,15.25,6.57,12.78,,431,Severe
DL002,2018-01-09,370.35,623.19,90.95,141.15,0,113.51,3.29,23.75,15.99,10.65,21.87,,527,Severe
DL002,2018-01-10,260.33,492.13,89.79,110.58,0,79.1,2.87,23.24,18.56,5.93,11.73,,548,Severe
DL002,2018-01-11,198.71,405.83,82.33,105.61,0,86.28,4.29,23.15,19.34,6.12,11,,383,Very Poor
DL002,2018-01-12,216.54,451.04,84.6,124.38,0,93.86,2.55,29.49,21.18,6.81,13.89,,408,Severe
DL002,2018-01-13,395.38,470.64,73.74,138.32,0,119.81,4.24,25.5,20.02,12.76,31.98,,489,Severe
DL002,2018-01-14,303.08,577.45,77.36,123.97,0,86.72,2.49,24.89,22.37,8.9,17.27,,576,Severe
DL002,2018-01-15,254.42,545.62,83.54,103.96,0,79.14,1.94,21.3,21.7,6,12.04,,576,Severe
DL002,2018-01-16,154.62,350.38,72.4,109.6,0,65.49,2.15,27.12,25.99,5.58,17.56,,374,Very Poor
DL002,2018-01-17,300.67,434.57,45.26,77.23,63.95,89.09,1.09,18.09,23.74,7.21,28.82,,407,Severe
DL002,2018-01-18,434.43,714.55,64.96,139.48,207.85,106.93,4.03,32.28,24.51,11.2,35.57,,574,Severe
DL002,2018-01-19,411,570.5,86.51,151.27,315.02,149.39,2.19,22.84,22.34,9.53,22.33,,715,Severe
DL002,2018-01-20,243.58,358.42,80.85,112.22,275.49,119.48,1.57,23.12,18.43,4.57,8.18,,444,Severe
DL002,2018-01-21,189.73,391.11,52.55,155.03,338.28,77.98,2.9,33.91,60.77,5.29,21.97,,,
DL002,2018-01-22,266.95,525.16,65.78,125.38,183.69,120.51,2.72,30.11,51.54,7.56,20.37,,514,Severe
DL002,2018-01-23,200.79,335.67,53.4,89.8,158.79,89.41,2.13,24.6,15.14,4.41,16.53,,397,Very Poor
DL002,2018-01-24,159.53,236.53,76.79,73.15,211.65,65.72,2.08,25.89,27.18,3.85,11.37,,336,Very Poor
DL002,2018-01-25,181.1,312.25,99.18,358.62,90.62,28.03,10.06,10.75,,,,,333,Very Poor
DL002,2018-01-26,192.33,290.33,60.05,88.05,120.31,52.98,2.84,16.63,,,,,354,Very Poor
DL002,2018-01-27,216.17,394.54,73.14,127.95,104.21,39.26,3.59,14.98,9.1,,,,359,Very Poor
DL002,2018-01-28,238.08,398.04,77.11,148.78,133.43,49.96,2.92,16.07,8.1,,,,407,Severe
DL002,2018-01-29,247.04,448.17,84.1,270.73,113.62,33.52,3.81,12.67,3.7,,,,431,Severe
DL002,2018-01-30,138.17,303.92,70.03,152.96,119.2,45.52,3.64,18.37,,,,,342,Very Poor
DL002,2018-01-31,143,308.88,69.71,143.22,105.38,41.08,5.08,15.38,,,,,314,Very Poor
DL002,2018-02-01,192.96,451.58,111.98,252.45,115.01,38.2,4.21,13.26,43.68,,,,380,Very Poor
DL002,2018-02-02,132.71,334.96,85.23,184.85,131.2,47.45,2.32,16.38,4.75,,,,347,Very Poor
DL002,2018-02-03,102.33,253.58,80.39,167.4,111.59,40.14,4.11,17.53,6.55,,,,279,Poor
DL002,2018-02-04,132.17,278.45,87.58,171.9,100.54,36.99,6.16,15.41,1.2,12.74,9.07,,297,Poor
DL002,2018-02-05,177,421.25,118.36,258.27,117.29,34.97,2.27,13.77,22.45,7.4,5.87,,382,Very Poor
DL002,2018-02-06,134,335.75,92.82,188.65,131.02,41.4,1.89,17.76,23.45,6.59,6.83,,340,Very Poor
DL002,2018-02-07,134.62,285.58,94.19,194.69,104.95,29.23,1.94,14.15,39.39,6.57,5.09,,301,Very Poor
DL002,2018-02-08,227.58,497.84,123.81,179.65,90.27,26.18,3.26,17.09,17.03,12.58,7.71,,392,Very Poor
DL002,2018-02-09,225.29,530.64,115.57,228.53,113.91,29.65,2.66,12.96,15.11,8.42,5.57,,560,Severe
DL002,2018-02-10,310.12,531.6,140.55,128.05,75.44,25.75,4.1,24.74,18.49,8.72,7.42,,447,Severe
DL002,2018-02-11,177.71,385.29,87.5,140.71,102.43,45.89,1.84,18.44,22.27,17.27,8.38,,462,Severe
DL002,2018-02-12,62.54,152.96,40.14,55.24,60.38,33.26,2.76,6.96,17.75,2.67,1.3,,208,Poor
DL002,2018-02-13,116.71,232.9,66.65,146.88,117.41,45.59,2.1,18.57,24.53,8.32,9.06,,200,Moderate
DL002,2018-02-14,69.5,218.58,70.67,110.3,125.39,37.21,1.58,19.31,19.79,3.09,5.46,,235,Poor
DL002,2018-02-15,90.92,216.57,76.13,138.39,126,38.19,1.57,18.65,22.4,3.96,4.3,,188,Moderate
DL002,2018-02-16,122.07,286.47,99.77,208.1,121.71,35.71,1.78,13,22.68,6.63,4.76,,248,Poor
DL002,2018-02-17,137,351.25,91.63,196.87,133.89,39.35,2.91,16.8,20.03,5.97,6.44,,314,Very Poor
DL002,2018-02-18,152.92,339.99,94.79,169.92,120.86,36.52,2.72,16.99,20.43,6.99,6.61,,316,Very Poor
DL002,2018-02-19,263.08,514.93,135.16,153.54,93.09,35.17,3.5,21.75,18.7,16.46,10.69,,390,Very Poor
DL002,2018-02-20,229.29,588.76,119.45,198.8,115.53,37.61,3.53,19.3,20.82,17.66,9.95,,526,Severe
DL002,2018-02-21,253.43,508.09,111.22,179.61,111.49,42.16,3.02,21.92,39.61,21.2,13.6,,503,Severe
DL002,2018-02-22,214.54,485.96,97.14,226.87,131.04,41.91,2.77,16.86,16.01,25.9,11.57,,453,Severe
DL002,2018-02-23,238.92,527.71,93.7,201.38,150.16,56.09,2.62,19.3,18.74,16.71,13.87,,493,Severe
DL002,2018-02-24,186.12,435.54,66.53,108.05,106.08,41.21,2.39,15.06,25.27,17.44,16.24,,469,Severe
DL002,2018-02-25,128.92,320.83,69.44,116.49,129.69,48.29,1.78,23.07,23.59,11.65,13.03,,350,Very Poor
DL002,2018-02-26,63.83,253.38,70.49,97.47,121.76,37.93,2.06,14.42,19.7,3.76,5.71,,201,Poor
DL002,2018-02-27,86.46,261.75,86.65,166.01,149.55,34.82,3.58,14.54,16.01,6.53,8.57,,213,Poor
DL002,2018-02-28,151.67,379.67,83.2,158.41,146.12,45.71,2.4,17.85,19.69,10.58,16.13,,303,Very Poor
DL002,2018-03-01,137.12,436.71,86.73,189.67,126.5,34.36,2.14,17.48,13.47,14.59,13.37,,408,Severe
DL002,2018-03-02,185,369.12,70.34,165.48,95.66,35.39,2.9,17.87,31.28,22.03,16.59,,371,Very Poor
DL002,2018-03-03,102.5,242.33,69.77,134.02,120.61,41.4,3.28,19.89,19.98,12.32,12.73,,271,Poor
DL002,2018-03-04,101.96,261.62,64.03,130.88,90.68,33.26,1.38,16.88,22,13.79,10.66,,273,Poor
DL002,2018-03-05,76.71,238.08,76.49,143.55,110.51,30.62,1.52,16.01,20.35,10.51,12.57,,206,Poor
DL002,2018-03-06,75.62,248.58,73.72,123.34,122.97,31.73,3.61,14.74,26.5,7.96,11.75,,188,Moderate
DL002,2018-03-07,85.64,237.88,81.17,142.84,109.4,27.96,2.85,15.08,24.39,14.31,11.81,,195,Moderate
DL002,2018-03-08,228.92,534.71,111.25,129.17,81.23,33.33,2.79,34.23,35.37,87.02,30.57,,415,Severe
DL002,2018-03-09,163.92,383.86,92.68,173.31,117.07,43.97,2.41,35.11,28.92,49.41,25.67,,442,Severe
DL002,2018-03-10,68.17,227.88,67.97,105.26,114.57,31.55,1.8,16.64,24.8,10.81,15.3,,217,Poor
DL002,2018-03-11,79.24,220.1,70.95,110.71,122.13,35.56,1.29,18.98,25.6,9.58,12.54,,181,Moderate
DL002,2018-03-12,,,,,,,,,,,,,185,Moderate
DL002,2018-03-13,,,,,,,,,,,,,,
DL002,2018-03-14,76.17,375.42,99.71,202.29,142.72,41.11,2.84,20.47,31.92,28.18,28.37,,,
DL002,2018-03-15,139.46,447.53,94.95,154.29,101.88,44.52,1.88,18.85,30.5,39.62,17.1,,427,Severe
DL002,2018-03-16,159.32,398.75,71.99,137.11,117.29,42.25,0.97,18.89,31.32,13.55,6.1,,402,Severe
DL002,2018-03-17,91.42,265.75,73.77,122.86,108.12,33.75,0.73,14.93,23.4,3.44,3.78,,250,Poor
DL002,2018-03-18,,,,,,,,,,,,,,
DL002,2018-03-19,,,,,,,,,,,,,,
DL002,2018-03-20,145,449.17,99.2,197.63,110.82,46.05,1.45,42.07,81.39,29.91,40.98,,,
DL002,2018-03-21,174.46,383.5,60.92,91.2,117.05,52.86,0.89,31.64,45.22,13.58,16.44,,419,Severe
DL002,2018-03-22,112.08,258.96,52.2,72.81,81.98,38.14,1.02,19.35,27.69,6.52,5.71,,305,Very Poor
DL002,2018-03-23,61.25,195.88,65.01,96.82,107.44,30.96,1.09,14.32,31.18,6.56,6.85,,194,Moderate
DL002,2018-03-24,81.82,270.91,66.5,105.61,95.99,28.43,0.6,15.05,30.78,9.48,8.52,,207,Poor
DL002,2018-03-25,72.14,286.14,61.24,77.9,130.06,35.3,1.03,17.54,41.98,4.86,10.67,,198,Moderate
DL002,2018-03-26,91.49,284.71,71.93,110.49,104.95,30.02,1.06,17.02,27.89,12.45,12.37,,218,Poor
DL002,2018-03-27,146.96,466.19,87.98,216.19,103.63,32.4,1.81,24.52,29.46,25.62,14.21,,390,Very Poor
DL002,2018-03-28,183.38,436.81,85.84,87.15,98.36,37.18,1.21,38.25,44.94,37.19,24.26,,446,Severe
DL002,2018-03-29,114.46,331.48,72.94,133.35,81.09,31.98,0.96,15.22,36.05,13.17,12.74,,290,Poor
DL002,2018-03-30,129.08,399.42,87.35,146.91,146.16,37.81,1.36,21.61,15.64,10.51,13.1,,320,Very Poor
DL002,2018-03-31,,,,,,,,,,,,,,
DL002,2018-04-01,69.08,195.08,45.05,64.01,64.93,20.15,0.77,9.05,51.68,5.86,9.2,,,
DL002,2018-04-02,109.96,277.42,52.74,90.01,74.74,28.96,1.73,23.14,57,14.44,21.15,,245,Poor
DL002,2018-04-03,111.83,266.44,54.64,78.73,66.99,26.56,0.64,13.58,45,5.99,5.7,,262,Poor
DL002,2018-04-04,136.08,347.12,70.48,136.47,125.5,43.93,1.18,19.69,51.93,8.38,12.13,,295,Poor
DL002,2018-04-05,218.59,456.41,90.95,176.69,134.92,53.66,1.7,24.12,61.42,10.34,6.88,,407,Severe
DL002,2018-04-06,103.21,288.67,59.28,105.47,125.79,49.03,1.24,23.66,32.73,4.89,9.72,,319,Very Poor
DL002,2018-04-07,53.33,166.21,44.84,59.95,76.6,28.23,1.16,8.34,44.04,7.48,5.65,,180,Moderate
DL002,2018-04-08,49.38,159.13,36.31,47.55,55.87,20.48,1.09,5.44,41.3,7.87,1.61,,142,Moderate
DL002,2018-04-09,49.62,141.5,38.85,50.05,66.83,28.63,1.26,6.12,28.51,3.68,1.77,,133,Moderate
DL002,2018-04-10,80.42,303.83,64.27,97.05,55.22,20.18,1.13,3.2,63.46,5.91,1.11,,,
DL002,2018-04-11,56.58,151.75,41,62.32,41.41,14.11,1.45,3.37,21.07,7.77,0.89,,177,Moderate
DL002,2018-04-12,61.32,272.75,67.2,109.51,69.52,18.88,1.67,7.71,36.42,5.29,2.92,,150,Moderate
DL002,2018-04-13,130.04,422.77,86.32,112.34,64.13,23.34,2.02,9.89,55.16,7.8,6.36,,390,Very Poor
DL002,2018-04-14,172.2,323.56,117.19,103.87,50.25,24.54,1.11,8.41,69.31,7.04,2.53,,349,Very Poor
DL002,2018-04-15,102.57,296.6,106.79,151.03,94.42,29.58,3.76,19.74,42.47,51.83,13.27,,302,Very Poor
DL002,2018-04-16,188.92,502.47,99.57,138.85,96.6,43.54,2.71,26.27,54.51,25.5,12.99,,366,Very Poor
DL002,2018-04-17,106.3,441.45,77.4,208.24,78.14,27.01,2.08,8.04,45.65,10.85,5.01,,455,Severe
DL002,2018-04-18,74.08,337.96,62.32,78.47,100.32,29.88,1.66,11.93,52.81,2.48,4,,299,Poor
DL002,2018-04-19,93.25,379.67,67.15,142.9,80.14,27.93,2.39,15.21,44.6,6.2,5.75,,323,Very Poor
DL002,2018-04-20,104.74,391.18,58.28,84.73,99.23,35.18,1.46,16.29,29.01,10.67,18.02,,317,Very Poor
DL002,2018-04-21,184,553.35,53.2,86.78,66.91,25.02,2.06,8.02,35.67,3.36,1.47,,499,Severe
DL002,2018-04-22,111.12,272.54,36.97,63.38,25.52,13.35,1.39,2.76,47.74,2.64,0.83,,371,Very Poor
DL002,2018-04-23,89.25,269.62,60.45,83.28,56.95,16.2,1.58,7.65,54.34,3.91,2.07,,268,Poor
DL002,2018-04-24,140.96,328.67,95.44,189.42,115.77,29.24,2.47,11.42,38.67,12.92,9.55,,298,Poor
DL002,2018-04-25,164.33,553.67,98.87,223.1,67.38,22.79,2.16,19.13,25.05,28.48,12.77,,448,Severe
DL002,2018-04-26,237.28,489.71,77.36,164.28,79.72,32.22,2.37,17.06,67.25,27.39,9.26,,480,Severe
DL002,2018-04-27,105.75,363.58,34.85,44.51,59.99,11.38,1.88,6.1,19.48,8.42,2.92,,402,Severe
DL002,2018-04-28,84.15,340.5,32.67,39.73,40.11,12.8,1.83,3.05,32.13,8.7,2.7,,292,Poor
DL002,2018-04-29,100.54,283.33,30.03,40.66,41.92,18.7,1.88,3.82,35.67,10.89,3.13,,253,Poor
DL002,2018-04-30,146.22,267.09,51.02,59.92,75.59,22.2,1.79,4.7,25.63,5.19,3.61,,292,Poor
DL002,2018-05-01,49.88,192.42,29.52,28.45,37.06,5.37,1.48,1.63,10.02,4.52,0.23,,231,Poor
DL002,2018-05-02,58.29,192.68,31.24,39.08,55.26,10.14,1.57,3.28,24.29,3.71,2.09,,149,Moderate
DL002,2018-05-03,49.33,180.25,32.57,42.36,35.17,11,1.66,2.38,26.05,3.97,2.31,,164,Moderate
DL002,2018-05-04,49.25,141.04,33.04,40.47,33.61,7.97,1.77,1.86,21.24,5.13,2.85,,139,Moderate
DL002,2018-05-05,87,273.96,53.09,94.8,81.72,19.35,2.26,6.78,43.53,16.37,11.22,,159,Moderate
DL002,2018-05-06,136.71,427.71,69.21,124.34,110.84,26.31,1.64,20.81,35.31,10.59,8.51,,404,Severe
DL002,2018-05-07,179.96,494.5,67.87,159.92,84.1,26.71,2.51,20.62,53.21,15.63,16.64,,400,Very Poor
DL002,2018-05-08,88.96,263.04,44.7,59.28,82.59,23.08,1.69,9.18,39.39,5.8,4.9,,341,Very Poor
DL002,2018-05-09,107.38,394.29,52.11,76.35,113.59,31.05,2.11,12.74,38.83,5.04,10.05,,268,Poor
DL002,2018-05-10,118.67,391.25,67.67,127.3,125,29.41,2.45,7.63,39.83,7.36,11.87,,356,Very Poor
DL002,2018-05-11,194.42,430.17,100.53,223.3,105.37,28.08,2.47,9.11,43.64,32.78,13.97,,383,Very Poor
DL002,2018-05-12,243.63,485.74,69.71,138.21,76.05,17.9,2.19,8.14,35.9,16.66,18.2,,447,Severe
DL002,2018-05-13,85.25,249.09,25.33,30.67,38.49,9.34,1.94,1.72,20.73,5.23,1.04,,303,Very Poor
DL002,2018-05-14,49.38,151.08,24.43,27.69,21.87,8.83,1.59,1.87,37.09,3.63,0.93,,159,Moderate
DL002,2018-05-15,69.08,175.88,23.94,25.1,20.41,5.91,1.59,2.92,31.09,4.2,2.61,,141,Moderate
DL002,2018-05-16,84.33,287.04,39.99,43.95,61.03,12.7,1.68,5.54,30.28,4.2,5.02,,202,Poor
DL002,2018-05-17,112.83,317.92,58.87,87.2,83.11,21.99,1.64,6.33,56.23,3.95,2.94,,251,Poor
DL002,2018-05-18,113.62,305.83,59.44,98.75,95.39,32.03,1.73,16.39,51,9.85,10.87,,276,Poor
DL002,2018-05-19,131.88,451.33,75.92,176.41,103.83,35.48,3.36,16.56,49.84,38.46,20.06,,378,Very Poor
DL002,2018-05-20,105,348.43,59.05,100.5,74.67,28.34,1.51,8.57,35.71,7.02,7.24,,334,Very Poor
DL002,2018-05-21,73.96,244.75,41.59,57.8,89.26,23.71,1.82,17.33,45.39,4.87,2.79,,221,Poor
DL002,2018-05-22,112,302.79,70.79,110.86,77.92,20.2,2.36,21.25,39.28,5.91,3.3,,216,Poor
DL002,2018-05-23,176.96,442.88,89.95,166.71,81.09,24.41,3.28,19.5,74.05,12.76,3.48,,396,Very Poor
DL002,2018-05-24,139.05,391.5,59.51,96.62,88.6,35.01,2,10.95,41.11,8.84,3.98,,340,Very Poor
DL002,2018-05-25,114.58,376.83,94.34,205.91,77.02,26.86,2.34,10.53,62.18,16.93,4.47,,402,Severe
DL002,2018-05-26,100,315.61,93.62,173.02,74.54,26.49,2,9.54,36.23,9.85,3.1,,252,Poor
DL002,2018-05-27,115.17,357.29,103.8,237.57,82.72,23.56,1.97,9.94,43.26,9.15,3.16,,287,Poor
DL002,2018-05-28,118.96,295.38,58.46,70.04,79.19,42.94,2.31,15.84,35.87,11.36,7.59,,303,Very Poor
DL002,2018-05-29,132.5,291,59.64,134.92,55.57,23.06,2.1,5.32,31.2,13.33,5.52,,316,Very Poor
DL002,2018-05-30,55.88,274.79,32.9,44.07,54.2,12.56,1.57,2.32,23.19,3.53,1.21,,242,Poor
DL002,2018-05-31,70.75,263.79,42.53,54.52,50.44,15.9,1.68,2.82,18.4,8.42,1.68,,215,Poor
DL002,2018-06-01,72.75,225.75,33.3,36.33,33.74,5.6,1.66,1.9,16.09,9.09,0.32,,190,Moderate
DL002,2018-06-02,43.62,152.04,32.32,35.34,25.57,5.23,1.7,0.94,26.89,2.52,0.12,,159,Moderate
DL002,2018-06-03,55.33,141.75,30.29,39.17,44.24,10.22,1.72,1.67,14.21,2.03,0.45,,132,Moderate
DL002,2018-06-04,58.75,178.01,33.41,38.03,40.03,5.36,1.56,1.41,15.68,2.02,0.07,,138,Moderate
DL002,2018-06-05,49.17,158.67,33.29,37.2,40.95,5.1,1.73,5.1,19.26,24.23,1.18,,148,Moderate
DL002,2018-06-06,58.42,170.29,37.96,57.86,63.07,21.76,1.81,5,23.62,22.57,18.48,,147,Moderate
DL002,2018-06-07,173.71,177.91,34.74,46.09,44.64,14.14,1.92,8.22,21.82,47.39,10.22,,233,Poor
DL002,2018-06-08,124.79,215.25,25.78,30.14,23,5.9,1.6,7.39,19.03,14.26,1.2,,344,Very Poor
DL002,2018-06-09,27.83,126.68,21.86,25.42,34.97,4.87,1.81,4.42,17.26,20.63,1.43,,162,Moderate
DL002,2018-06-10,86.07,316.64,39.88,48.54,58.2,18.88,2.12,7.18,31.93,16.36,12.92,,119,Moderate
DL002,2018-06-11,89.08,341.29,36.75,43.32,43.15,12.84,1.58,7.65,22.9,18.36,7.72,,281,Poor
DL002,2018-06-12,160.04,533.29,32.32,47.04,33.74,8.47,1.86,10.62,18.21,13.42,5.07,,383,Very Poor
DL002,2018-06-13,310.75,955.6,60.39,106.11,66.78,20.87,1.95,7.76,19.15,11.31,5.7,,389,Very Poor
DL002,2018-06-14,270.96,909.92,66.84,93.06,90.65,30.49,1.81,6.48,22.98,8.23,6.9,,479,Severe
DL002,2018-06-15,262.79,661.93,52.69,61.52,71.27,13.89,1.74,5.62,21.7,11.55,7.1,,408,Severe
DL002,2018-06-16,186.57,624.82,33.55,37.87,37.09,9.93,1.79,6.09,17.33,24.7,3.86,,692,Severe
DL002,2018-06-17,112.29,334.33,23.08,27.05,23.54,5.93,1.7,5.24,21.36,14.87,1.6,,446,Severe
DL002,2018-06-18,95.38,256.42,27.6,28.27,20.46,8.57,1.48,9.22,26.26,21.2,5.26,,226,Poor
DL002,2018-06-19,67.15,204.78,34.91,35.19,26.56,8.74,1.7,5.85,24.95,13.95,3.22,,185,Moderate
DL002,2018-06-20,95.1,275.89,29.98,31.77,28.62,18.11,1.94,14.26,46.91,33.39,6.64,,206,Poor
DL002,2018-06-21,104.79,342.98,45.27,47.29,27.81,20.25,1.8,8.57,29.28,20.86,5.25,,247,Poor
DL002,2018-06-22,132.53,396.14,74.81,78.82,42.87,23.54,2.76,40.4,47.47,30.53,11.58,,366,Very Poor
DL002,2018-06-23,97,312.75,,,17.06,21.78,1.99,15.72,23.64,29.19,4.84,,294,Poor
DL002,2018-06-24,77.58,215.71,43.63,73.74,37.25,24.71,1.4,13.3,40.32,12.26,2.48,,208,Poor
