StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
DL025,2018-10-11,67.11,152.06,25.38,9.81,33.96,,1.38,,31.22,0,0.02,0,185,Moderate
DL025,2018-10-12,62.95,129.41,37.22,11.17,46.62,,1.38,,34.05,0,0.02,0.03,117,Moderate
DL025,2018-10-13,127.99,213.31,56.95,13.77,60.84,,1.53,,34.32,0,0.03,0.01,264,Poor
DL025,2018-10-14,88.73,170.6,36.1,13.47,49.34,,1.5,,35.23,0,0.02,0.01,230,Poor
DL025,2018-10-15,111.81,229.05,49.97,15.89,61.46,,1.91,,36.02,0,0.03,0.01,227,Poor
DL025,2018-10-16,142.97,280.89,110.59,20.4,126.11,,2.53,,60.35,0,0.1,0.02,305,Very Poor
DL025,2018-10-17,135.63,249.32,87.89,15.63,95.93,,2.15,,45.62,0,0.07,0.05,323,Very Poor
DL025,2018-10-18,153.77,275.37,108.72,28.52,131.63,,2.78,,40.44,0,0.09,0.06,320,Very Poor
DL025,2018-10-19,130.15,250.48,119.05,43.74,34.9,,2.24,,41.92,0,0.03,0.05,275,Poor
DL025,2018-10-20,150.64,227.46,53,48.32,44.23,,1.88,,31.46,0,0,0.01,328,Very Poor
DL025,2018-10-21,157.92,216.05,55.04,49.41,104.45,,1.6,,22.31,0,0,0,328,Very Poor
DL025,2018-10-22,133.99,212,54.63,52.52,107.18,,1.63,,24.81,0,0.01,0,315,Very Poor
DL025,2018-10-23,132.15,222.65,71.03,55.68,126.7,,1.91,,26.79,0,0.03,0.02,311,Very Poor
DL025,2018-10-24,187.32,298.32,115,70.54,185.57,,2.61,,41.24,0,0.02,0.05,331,Very Poor
DL025,2018-10-25,209.6,326.76,109.2,68.67,177.88,,2.35,,42.26,0,0.01,0.05,355,Very Poor
DL025,2018-10-26,241.89,325.72,118.61,68.87,187.47,,2.57,,25.82,0,0.02,0.01,408,Severe
DL025,2018-10-27,227.32,317.27,188.47,83.47,194.76,,3.71,,27.69,0,0,0,365,Very Poor
DL025,2018-10-28,234.54,313.56,132.19,71.33,203.5,,3.22,,27.61,0,0,0,399,Very Poor
DL025,2018-10-29,268.22,352.09,142.06,74.16,216.2,,3.49,,30.01,0,0,0,391,Very Poor
DL025,2018-10-30,275.42,359.99,142,74.24,216.25,,3.6,,29.6,0,0,0,424,Severe
DL025,2018-10-31,216.33,280.96,175.15,72.86,245.88,,3.43,,26.45,0,0,0,391,Very Poor
DL025,2018-11-01,282.18,380.67,169.81,124.73,294.38,,4.2,,28.74,0,0,0,410,Severe
DL025,2018-11-02,209.13,280.68,188.45,113.47,276.48,,2.59,,32.5,0,0,0,386,Very Poor
DL025,2018-11-03,168.22,249.59,177.24,47.59,223.45,,2.3,,29.57,0,0,0,350,Very Poor
DL025,2018-11-04,113.41,138.98,123.21,14.8,129.34,,1.68,,40.79,0,0,0,266,Poor
DL025,2018-11-05,422.33,507.59,112.3,46.67,156.77,,2.72,,33.47,0,0,0,462,Severe
DL025,2018-11-06,166.18,290.27,68.95,52.46,121.42,,2.07,,40.74,0,0,0,415,Severe
DL025,2018-11-07,193.78,317.76,95.31,66.61,161.27,,2.2,,46.6,0,0,0,325,Very Poor
DL025,2018-11-08,244.97,401.28,277.09,158.61,272.21,,3.69,,27.14,0,0,0,355,Very Poor
DL025,2018-11-09,294.39,442.31,209.19,112.4,233.57,,3.64,,28.32,0,0,0,453,Severe
DL025,2018-11-10,240.86,391.45,103.98,61.43,165.41,,3.65,,17.81,0,0,0,385,Very Poor
DL025,2018-11-11,277.52,453.21,111.24,63.25,174.49,,4.06,,22.9,0,0,0,429,Severe
DL025,2018-11-12,289.78,498.11,98.72,57.36,156.13,,4.02,,31.84,0,0,0,456,Severe
DL025,2018-11-13,272.16,460.06,125.84,66.38,192.21,,4.66,,20.45,0,0.13,0.01,457,Severe
DL025,2018-11-14,134.12,234.8,62.29,37.01,99.29,,3.18,,21.51,0.24,0.69,0,359,Very Poor
DL025,2018-11-15,92.1,165.43,44.45,25.58,70.04,,2.63,,23.36,0.18,0.28,0,238,Poor
DL025,2018-11-16,122.02,197.59,23.97,19.9,43.87,,2.37,,27.63,0.2,0.04,0,299,Poor
DL025,2018-11-17,134.82,237.6,44.1,29.78,73.88,,2.64,,28.38,0.11,0,0,292,Poor
DL025,2018-11-18,170.21,294.24,102.23,55.12,157.34,,3.54,,31.16,0.05,0,0.01,328,Very Poor
DL025,2018-11-19,177.84,300.29,37.73,30.22,67.94,,2.88,,53.4,0.02,0,0,338,Very Poor
DL025,2018-11-20,204.22,337.62,84.63,47.19,131.83,,3.36,,50.23,0,0,0,357,Very Poor
DL025,2018-11-21,196.57,383.71,64.91,41.61,106.52,,3.17,,23.45,0.04,0,0,373,Very Poor
DL025,2018-11-22,132.83,306.88,104.8,57.74,162.2,,3.55,,22.67,0.06,0,0,315,Very Poor
DL025,2018-11-23,191.55,351.77,119.82,64.21,130.85,,3.84,,26.55,0.16,0.16,0,349,Very Poor
DL025,2018-11-24,101.3,221.31,42.33,31.76,74.09,,2.42,,26.51,0.18,0.12,0,293,Poor
DL025,2018-11-25,114.79,241.22,80,49.15,129.14,,2.99,,20.96,0.17,0.06,0,251,Poor
DL025,2018-11-26,163.47,298.21,124.31,68.38,192.69,,3.8,,21.19,0.22,0.14,0,320,Very Poor
DL025,2018-11-27,166.94,302.04,257.08,138.8,269.33,,5.45,,21.52,0.35,0.01,0.02,338,Very Poor
DL025,2018-11-28,160.28,288.86,196.06,96.13,242.27,,4.39,,25.13,0.01,0.02,0.01,327,Very Poor
DL025,2018-11-29,172.57,319.88,122.42,62.05,184.46,,4.36,,20.41,0.03,0.04,0.05,338,Very Poor
DL025,2018-11-30,155.9,299.31,84.35,47.9,132.23,,3.66,,18.35,0,0.02,0,336,Very Poor
DL025,2018-12-01,117.89,249.04,83.04,50.62,132.21,,3.37,,18.4,0,0.02,0.01,309,Very Poor
DL025,2018-12-02,134.89,274.74,163.22,82.54,245.49,,4.84,,29.45,0.02,0.05,0.01,306,Very Poor
DL025,2018-12-03,141.32,283.6,140.02,73.29,213.3,,4.59,,23.22,0.02,0.01,0.05,312,Very Poor
DL025,2018-12-04,181.2,347.83,224.9,109.46,295.34,,5.91,,24.45,0,0.03,0.03,339,Very Poor
DL025,2018-12-05,151.02,295.9,146.98,74.79,221.75,,4.21,,19.92,0,0,0.02,332,Very Poor
DL025,2018-12-06,171.88,326.63,93.48,52.2,145.67,,2.5,,24.16,0,0,0,326,Very Poor
DL025,2018-12-07,157.76,306.82,75.24,42.38,117.62,,2.06,,23.59,0,0,0,340,Very Poor
DL025,2018-12-08,168.73,308.14,69.9,41.6,111.5,,1.99,,26.92,0,0,0,329,Very Poor
DL025,2018-12-09,158.87,279.74,66.63,41.11,107.74,,1.96,,29.42,0,0,0,331,Very Poor
DL025,2018-12-10,227.87,375.68,97.48,57.02,154.5,,2.55,,40.03,0,0,0,362,Very Poor
DL025,2018-12-11,244.37,434.38,115.91,65.53,181.44,,2.99,,57.34,0,0,0.01,394,Very Poor
DL025,2018-12-12,212.41,352.03,71.93,44.82,116.76,,2.3,,36.01,0,0,0,418,Severe
DL025,2018-12-13,64.79,100.18,33.92,26.17,60.1,,1.04,,29.02,0.01,0,0,212,Poor
DL025,2018-12-14,97.77,184.25,24.87,24.26,49.13,,1.14,,24.7,0,0.01,0.01,168,Moderate
DL025,2018-12-15,76.38,248.79,23.06,28.99,52.04,,1.36,,26.72,0,0.02,0,219,Poor
DL025,2018-12-16,127.4,307.31,26.05,28.41,54.46,,1.31,,24.52,0,0,0,210,Poor
DL025,2018-12-17,123.51,398.71,84.52,58.82,143.34,,2.39,,30.54,0,0,0,,
DL025,2018-12-18,151.87,395.42,48.75,42.46,91.2,,1.9,,31.79,0,0.04,0,367,Very Poor
DL025,2018-12-19,167.91,461.36,61.18,50.18,111.35,,2.39,,32.73,0,0,0,402,Severe
DL025,2018-12-20,230.63,588.72,116.52,67.14,183.66,,3.49,,38.66,0,0.02,0,544,Severe
DL025,2018-12-21,214.04,495.02,77.76,59.4,127.39,,2.71,,28.57,0,0,0,524,Severe
DL025,2018-12-22,299.37,707.15,75.58,55.94,131.52,,3.34,,21.86,0,0.02,0.01,619,Severe
DL025,2018-12-23,440.1,650.96,113.27,71.78,185.04,,4.45,,26.11,0.02,0,0.02,614,Severe
DL025,2018-12-24,361.14,665.38,127.41,75.33,202.73,,4.1,,22,0.01,0.01,0.02,686,Severe
DL025,2018-12-25,221.26,518.4,41,41.8,82.81,,1.85,,32.97,0.13,0.01,0.02,573,Severe
DL025,2018-12-26,215.14,504.03,56.47,46.3,102.76,,2.03,,37.89,0.08,0,0.01,522,Severe
DL025,2018-12-27,269.76,556.03,118.69,73.3,192.01,,2.94,,42.25,0.06,0,0,536,Severe
DL025,2018-12-28,214.46,495.5,35.76,39.89,75.64,,1.69,,36.15,0.1,0,0.01,482,Severe
DL025,2018-12-29,220.94,539.99,74.26,50.89,125.13,,2.38,,38.2,0.01,0,0,530,Severe
DL025,2018-12-30,326.28,672.68,155.72,84.58,240.31,,4,,43.03,0.07,0,0,651,Severe
DL025,2018-12-31,247.63,580.94,92.54,58.07,150.61,,2.65,,38.08,0.08,0,0,630,Severe
DL026,2018-02-01,148.22,344.19,124.68,99.53,105.28,34.56,2.45,23.25,,,,,,
DL026,2018-02-02,162.17,316.3,86.02,79.77,176.31,43.01,1.86,16.75,8.4,,,,334,Very Poor
DL026,2018-02-03,112.08,247.44,55.79,74.84,136.82,35.57,1.23,20.42,,,,,297,Poor
DL026,2018-02-04,144.32,289.32,47.71,68.85,121.83,38.16,1.4,17.82,1.84,0.25,2.7,,312,Very Poor
DL026,2018-02-05,183.92,352.44,120.33,97.77,193.45,38.54,2.13,20.57,27.33,0.48,2.08,,338,Very Poor
DL026,2018-02-06,150.28,295.45,53.71,91.38,142,36.86,1.77,20.59,27.44,0.47,2.19,,339,Very Poor
DL026,2018-02-07,134.57,266.45,74.66,72.28,87.22,34.84,1.59,21.37,40.83,0.33,1.62,,309,Very Poor
DL026,2018-02-08,180.89,338.38,239.78,94.61,157.16,36.53,3.07,18.31,27.93,0.91,3.2,,335,Very Poor
DL026,2018-02-09,222.66,401.42,151.92,88.4,175.74,39.23,3.14,18.81,32.94,1.4,3.1,,370,Very Poor
DL026,2018-02-10,208.12,412.38,152.42,84.59,78.64,30.76,4.52,15.23,39.14,2.3,3.28,,369,Very Poor
DL026,2018-02-11,168.66,346.06,136.09,79.97,117.66,34.1,3,17.74,19.99,1.02,1.78,,360,Very Poor
DL026,2018-02-12,77.68,160.95,9.62,44.02,50.31,38.44,0.78,15.51,18.17,0.18,0.9,,238,Poor
DL026,2018-02-13,110.42,188.91,92.24,69.7,174.51,41.03,1.38,18.05,29.21,0.26,1.63,,200,Moderate
DL026,2018-02-14,69.48,148.62,8.22,45.13,48.56,28.89,0.67,15.71,32.29,0.2,1.15,,216,Poor
DL026,2018-02-15,82.21,171.29,8.97,49.16,55.6,32.66,0.86,18.65,37.26,0.18,1.12,,145,Moderate
DL026,2018-02-16,149.89,255.96,39.55,71.14,113.43,41.79,1.28,20.53,29.23,0.39,1.44,,275,Poor
DL026,2018-02-17,143.89,280.61,39.47,72.07,115.03,41.05,1.33,23.6,30.89,0.34,1.68,,327,Very Poor
DL026,2018-02-18,133.36,287.96,102.58,77.48,124.61,37.95,1.65,18.85,36.45,0.33,1.5,,316,Very Poor
DL026,2018-02-19,152.86,322.16,211.2,92.49,143.51,36.25,2.78,21.89,39.04,0.51,2.58,,317,Very Poor
DL026,2018-02-20,174.25,359.83,144.95,88.48,149.86,41.77,2.78,20.54,39.34,0.96,2.95,,335,Very Poor
DL026,2018-02-21,160.04,373.92,119.06,102.15,95.88,31.46,4.51,14.84,38.19,2.38,2.4,,331,Very Poor
DL026,2018-02-22,152.92,324.21,169.02,90.23,171.15,43,2.64,19.53,36,0.7,3.12,,328,Very Poor
DL026,2018-02-23,149.79,341.75,195.67,97.14,238.39,47,2.92,23.38,31.11,0.51,2.58,,318,Very Poor
DL026,2018-02-24,177.62,399.71,105.61,86.05,162.4,53.99,2.23,21.43,42.41,0.42,1.77,,349,Very Poor
DL026,2018-02-25,108.46,259.92,30.55,59.87,80.54,44.66,1.05,22.62,34.73,0.27,1.1,,324,Very Poor
DL026,2018-02-26,58.62,167.5,7.78,38.68,43.72,29.02,0.55,15.58,36.06,0.23,0.75,,161,Moderate
DL026,2018-02-27,74.68,195.49,39.42,59.11,98.33,33.56,1.05,17.83,28.86,0.29,1.04,,152,Moderate
DL026,2018-02-28,126.37,311.71,99.49,79.79,145.58,43.17,2.03,20.17,34.52,0.63,2.48,,256,Poor
DL026,2018-03-01,104.99,273.32,122.71,77.82,204.82,38.24,2.03,21.16,28.25,0.41,2.32,,285,Poor
DL026,2018-03-02,111.07,262.47,126.47,80.82,204.55,37.22,2.32,16.41,35.05,0.42,1.31,,274,Poor
DL026,2018-03-03,91.79,253.05,61.04,70.61,131.34,35.95,1.44,22.45,30.25,0.26,0.96,,215,Poor
DL026,2018-03-04,78.37,227.85,51.99,58.61,109.61,33.2,1.13,20.51,29.86,0.25,0.97,,198,Moderate
DL026,2018-03-05,62.3,178.8,45.12,54.43,112.16,31.03,1,19.91,33.71,0.21,1.05,,169,Moderate
DL026,2018-03-06,65.56,180.58,11.69,51.01,59.61,29.29,0.74,19.89,36.2,0.17,0.92,,150,Moderate
DL026,2018-03-07,84.09,210.94,62.84,68.18,91.46,30.78,1.27,19.44,37.72,0.31,1.06,,163,Moderate
DL026,2018-03-08,111.56,262.62,219.35,107.77,93.05,33.82,3.24,25.17,46.96,0.39,2.12,,230,Poor
DL026,2018-03-09,123.31,291.83,87.41,83.82,104.28,33.29,2.94,22.94,36.87,1,1.94,,308,Very Poor
DL026,2018-03-10,70.55,182.12,9.34,54.97,60.52,33.36,0.77,22.73,32.3,0.17,1.02,,191,Moderate
DL026,2018-03-11,87.93,225.4,45.12,64.29,114.83,36.19,1.15,23.52,37.05,0.16,0.92,,167,Moderate
DL026,2018-03-12,103.21,248.07,67.49,79.76,152.66,36.57,1.57,22.91,31.4,0.28,1.32,,253,Poor
DL026,2018-03-13,99.36,255.72,105.74,88.7,162.39,35.34,2.22,21.23,24.61,0.56,1.38,,229,Poor
DL026,2018-03-14,110.14,376.79,156.44,78.91,148.71,33.04,2.39,18.7,29.03,0.74,1.56,,298,Poor
DL026,2018-03-15,104.38,324.36,63.5,88.03,134.48,38.26,1.23,22.09,19.83,0.26,1.11,,293,Poor
DL026,2018-03-16,111.33,288.32,69.86,66.03,151.46,39.89,1.23,23.29,32.13,0.27,1.11,,268,Poor
DL026,2018-03-17,107.98,248.33,17.48,55.06,67.34,35.57,0.83,27.22,24.95,0.23,0.86,,224,Poor
DL026,2018-03-18,59.34,159.18,5.01,46.64,48.92,26.82,0.72,22.29,67.06,0.16,0.8,,,
DL026,2018-03-19,82.41,220.82,96.29,85.51,169.69,29.61,1.45,22.94,31.07,0.26,1.24,,166,Moderate
DL026,2018-03-20,108.1,275.92,142.97,103.12,207.04,35.04,2.15,28.99,42.57,0.31,1.79,,222,Poor
DL026,2018-03-21,147.29,350.38,71.96,74.16,144.06,47.87,1.76,33.84,47.7,0.38,1.5,,318,Very Poor
DL026,2018-03-22,78.42,189.88,7.18,46.93,49.95,38.67,0.85,29.18,44.67,0.16,0.79,,217,Poor
DL026,2018-03-23,60.4,149.6,18.9,49.62,68.89,28.94,0.79,17.61,46.06,0.25,0.67,,148,Moderate
DL026,2018-03-24,72.2,194.93,16.14,59.73,65.62,29.46,0.84,20.02,44.73,0.24,0.77,,156,Moderate
DL026,2018-03-25,75.11,220.47,5.99,58.32,55.44,32.97,0.87,22.51,47.48,0.19,0.61,,168,Moderate
DL026,2018-03-26,68.96,204.54,29.21,58.03,91.04,31.21,0.99,21.27,48.12,0.14,0.74,,171,Moderate
DL026,2018-03-27,83.84,235.25,81.05,83.35,136.29,29.4,1.79,21.9,38.11,0.34,1.01,,185,Moderate
DL026,2018-03-28,94.11,294.05,120.65,72.72,65.59,28.39,2.59,19.99,46.69,0.57,1.02,,238,Poor
DL026,2018-03-29,92.86,222.15,22.9,59.3,85.05,31.18,1,30.15,50.01,0,0,,196,Moderate
DL026,2018-03-30,99.83,266.61,48.45,77.18,130.27,33.65,1.3,24.28,48.4,,,,237,Poor
DL026,2018-03-31,115.83,351.83,66.19,75.3,100.39,43.19,1.47,25.65,50.85,,,,288,Poor
DL026,2018-04-01,79.78,230.52,14.64,63.26,75.97,40.46,1,24.81,61.67,,,,223,Poor
DL026,2018-04-02,92.38,258.17,66.29,83.05,157.74,42.69,1.59,25.79,44.05,,,,195,Moderate
DL026,2018-04-03,104.5,292.75,77.42,92.98,180.53,46.35,1.63,24.79,47.2,0.1,0.48,,232,Poor
DL026,2018-04-04,98.42,284.29,93.12,94.2,154.28,48.06,1.99,21.93,50.5,0.2,0.55,,242,Poor
DL026,2018-04-05,140.71,398.29,128.81,90.52,145.94,46.79,2.94,23.36,62.37,0.59,1.04,,350,Very Poor
DL026,2018-04-06,104.12,251.83,48.02,75.08,119.65,39.08,1.27,31.71,49.81,0.17,0.5,,272,Poor
DL026,2018-04-07,45.46,147.12,25.64,49.03,80.36,36,0.81,17.26,51.43,0.11,0.33,,151,Moderate
DL026,2018-04-08,46.58,148.5,6.11,44.29,52.2,35.54,0.75,18.33,44.77,0.12,0.23,,134,Moderate
DL026,2018-04-09,42.96,130.67,36.71,57.95,96.55,38.08,1.07,21.57,31.8,0.09,0.39,,128,Moderate
DL026,2018-04-10,94.56,273.66,82.05,69.61,116.57,42.32,1.51,21.81,61.07,0.22,0.67,,185,Moderate
DL026,2018-04-11,52.6,141.88,9.93,48.59,49.16,35.45,0.68,17.62,34.85,0.08,0.36,,169,Moderate
DL026,2018-04-12,36.87,112,32.58,57.59,91.78,29.55,0.94,13.38,56.22,0.11,0.5,,162,Moderate
DL026,2018-04-13,65.06,175.88,65.53,75.17,128.32,28.07,1.47,13.35,46.82,0.31,0.67,,150,Moderate
DL026,2018-04-14,87.34,245.5,134.15,82.87,142.03,30.24,2.12,17.18,46.88,0.48,1.34,,182,Moderate
DL026,2018-04-15,105.22,279.17,183.45,111.95,150.62,34.39,2.31,20.61,57.92,0.39,1.13,,211,Poor
DL026,2018-04-16,130.32,368.08,153.98,101.59,119.26,39.91,2.39,24.28,46.45,0.29,1.48,,309,Very Poor
DL026,2018-04-17,87.95,274.67,83.28,83.18,156.66,31.76,1.33,16.14,39.58,0.16,0.73,,267,Poor
DL026,2018-04-18,76.26,239.22,11.63,55.17,64.49,26.26,0.67,15.67,40.03,0.11,0.5,,190,Moderate
DL026,2018-04-19,84.47,291.5,32,80.45,92.63,27.6,1.24,18.41,35.76,1.58,1.21,,181,Moderate
DL026,2018-04-20,83.12,387.24,15.12,31.04,39.49,48.07,0.92,4.54,17.83,0.83,2.15,,256,Poor
DL026,2018-04-21,95.81,528.15,7.72,27.68,33.88,45.65,0.8,3.59,18.74,0.37,2.05,,476,Severe
DL026,2018-04-22,39.98,209.37,14.95,26.67,33.47,38.3,0.77,4.9,26.09,0.36,1.91,,320,Very Poor
DL026,2018-04-23,52.1,215.86,16.71,45.1,40.32,31.45,1.08,3.42,25.59,1.44,2.06,,173,Moderate
DL026,2018-04-24,81.83,269.09,36.81,68.46,64.96,36.44,1.59,4,21.54,2.86,3.9,,204,Poor
DL026,2018-04-25,88.14,330.01,35.31,143.07,59.81,25.54,2.13,2.81,14.57,6.58,2.78,,251,Poor
DL026,2018-04-26,131.87,458.99,34.06,96.37,68.29,44.8,1.84,4.8,39.76,4.39,4.6,,361,Very Poor
DL026,2018-04-27,96.67,367.73,12.45,31.73,38.86,66.21,1.07,4.89,25.56,1.73,8.27,,382,Very Poor
DL026,2018-04-28,77.81,352.49,2.22,21.84,23.95,59.66,0.87,5.28,27.87,1.06,9.32,,305,Very Poor
DL026,2018-04-29,83.46,283.38,5.29,24.33,27.77,57.41,0.91,5.53,34.33,0.66,6.46,,261,Poor
DL026,2018-04-30,81.31,231.11,22.7,29.47,49.77,68.99,0.97,4.14,28.61,1.12,7.47,,206,Poor
DL026,2018-05-01,48.99,165.68,1.92,16.36,17.29,61.44,0.72,3.03,27.56,0.4,2.64,,165,Moderate
DL026,2018-05-02,52.11,176.12,1.61,18.28,31.16,30.66,0.74,1.9,24.93,1.37,1.17,,143,Moderate
DL026,2018-05-03,41.73,151.78,2.83,25.33,45.24,16.06,0.73,1.37,16.84,2.09,0.73,,142,Moderate
DL026,2018-05-04,42.01,123.83,3.14,35.37,48.09,13.9,0.83,1.4,22.63,2.05,1.56,,126,Moderate
DL026,2018-05-05,68.53,219.56,20.7,37.42,49.83,48.67,1.3,3.35,25.76,1.57,3.22,,151,Moderate
DL026,2018-05-06,103.09,317.34,28.39,70.51,59.75,47.49,1.33,3.38,20.01,2.67,2.36,,264,Poor
DL026,2018-05-07,95.24,334.87,34.61,97.2,72.54,40.17,1.58,2.99,24.89,2.26,3.68,,212,Poor
DL026,2018-05-08,54.36,177.78,7.26,19.31,34.51,44.93,0.79,2.16,25.63,1.17,2.48,,258,Poor
DL026,2018-05-09,64.97,187.83,12.23,16.14,36.05,59.62,1.09,3.59,24.22,0.92,2.92,,134,Moderate
DL026,2018-05-10,89.31,238.61,21.35,22.28,45.63,63.88,1.27,3.52,28.31,0.73,3.62,,180,Moderate
DL026,2018-05-11,136.2,350.24,15.89,24.36,48.46,50.64,1.61,4.33,31.71,1.53,3.42,,293,Poor
DL026,2018-05-12,159.96,421.92,12.7,32.08,45.85,59.74,1.59,8.03,17.43,2.76,6.74,,343,Very Poor
DL026,2018-05-13,81.88,242.78,2.46,22.91,25.38,65.66,0.96,7.53,19.74,0.38,2.25,,289,Poor
DL026,2018-05-14,52.04,155.92,9.44,37.42,48.84,51.95,0.9,9.09,19.51,0.99,3.53,,150,Moderate
DL026,2018-05-15,70.58,194.04,2.75,45.38,59.76,10.07,1.08,1.25,26.47,8.01,0.36,,152,Moderate
DL026,2018-05-16,75.08,255.39,21.03,36.54,56.32,19.2,1.24,2.11,22.03,2.75,0.97,,189,Moderate
DL026,2018-05-17,97.38,323.33,7.73,28.59,37.32,66.09,1.11,8.03,40.04,0.58,2.11,,237,Poor
DL026,2018-05-18,91.96,275.38,20.39,27.79,44.54,66.74,1.24,8.78,34.6,0.78,3.28,,259,Poor
DL026,2018-05-19,101.25,331.08,33.19,45.44,65.02,59.89,1.49,7.02,25.57,1.28,3.05,,265,Poor
DL026,2018-05-20,70.08,237.21,12.63,25.11,37.73,56.45,1.09,8.02,35.47,0.52,1.98,,214,Poor
DL026,2018-05-21,57.46,230.58,11.54,20.2,32.46,42.91,1.17,7.75,29.4,0.51,2.17,,187,Moderate
DL026,2018-05-22,75.79,264.75,8.41,19.44,38.86,28.26,1.48,4.42,34.34,2.28,2.45,,195,Moderate
DL026,2018-05-23,117.67,365.04,20.7,33.69,63.99,29.77,2,4.41,42.15,4.33,2.51,,298,Poor
DL026,2018-05-24,114.92,349.67,15.17,21.27,50.64,47.03,2.01,7.29,37.52,2.28,2.65,,299,Poor
DL026,2018-05-25,82.96,303.58,25.58,22.77,51.02,37.87,1.83,5.17,33.84,1.88,2.79,,293,Poor
DL026,2018-05-26,85.12,277.58,14.31,27.26,45.45,23.66,1.6,4.6,31.29,1.91,1.63,,224,Poor
DL026,2018-05-27,84.04,353.38,9.75,25.75,50.97,8.8,1.33,0.91,28.1,3.39,0.43,,263,Poor
DL026,2018-05-28,96.29,297.29,5.32,20.34,61.2,17.55,1.44,1.88,38.08,2.43,1.79,,267,Poor
DL026,2018-05-29,108.58,360.25,8.37,26.36,63.45,15.49,1.41,1.86,32.52,2.17,0.9,,297,Poor
DL026,2018-05-30,54.92,318.71,1.5,51.96,56.38,9.43,0.97,0.32,29.06,1.71,0.21,,281,Poor
DL026,2018-05-31,76.42,286.46,3.31,22.37,49.83,9.26,1.11,0.52,22.67,1.84,0.28,,247,Poor
DL026,2018-06-01,69.96,254.22,1.17,34.97,47.29,10.02,0.92,0.66,31.24,1.72,0.3,,212,Poor
DL026,2018-06-02,42.67,159.62,1.72,11.5,31.54,18.1,0.81,3.53,34.97,10.22,8.03,,166,Moderate
DL026,2018-06-03,82.25,144.17,1.4,15.33,38.66,14.04,0.86,2.59,33.82,6.28,2.35,,146,Moderate
DL026,2018-06-04,56.92,195.21,1.92,12.63,19.68,33.47,0.95,7.28,34.16,2.09,5.56,,169,Moderate
DL026,2018-06-05,47.92,163.92,1.58,11.99,21.07,23.43,0.92,5.55,31.42,8.63,14.12,,155,Moderate
DL026,2018-06-06,56.29,181.62,1.95,14.9,20.43,29.35,0.96,6.81,27.49,4.67,13.13,,153,Moderate
DL026,2018-06-07,68.96,184.05,2.46,14.72,48.47,36.55,1.7,5.7,34.12,17.82,17.8,,151,Moderate
DL026,2018-06-08,74.49,241.46,3.26,26.66,33.52,13.76,0.71,4.26,15.76,6.23,2.45,,178,Moderate
DL026,2018-06-09,48.77,139.58,4.65,15.41,67.99,28,1.73,3.6,13.78,22.83,15.04,,201,Poor
DL026,2018-06-10,58.33,156.21,8.81,14.78,36.79,32.74,1.13,4.61,31.14,3.8,6.88,,125,Moderate
DL026,2018-06-11,64.54,247.71,7.51,16.28,36.7,31.37,1.09,4.82,19.34,2.9,5.28,,168,Moderate
DL026,2018-06-12,114.83,510.59,10.6,15.5,34.2,23.19,1,4.51,12.65,3.42,4.98,,329,Very Poor
DL026,2018-06-13,194.3,869.75,9.33,14.97,24.06,16.97,0.8,2.45,9.94,2.09,3.29,,333,Very Poor
DL026,2018-06-14,167.33,850.72,10.01,15.08,25.99,15.42,0.76,2.18,13.59,1.94,3.45,,447,Severe
DL026,2018-06-15,107.88,549.38,10.45,15.92,22.97,11.56,0.82,1.57,14.7,2.46,3.15,,812,Severe
DL026,2018-06-16,96.33,571.62,3.32,12.2,31.58,13.06,0.88,2.11,9.82,3.8,2.64,,580,Severe
DL026,2018-06-17,80.04,338.71,1.83,16.55,31.23,9.86,0.86,1.54,20.77,4.99,1.92,,438,Severe
DL026,2018-06-18,55.08,197.17,5.49,12.86,22.32,24.05,0.93,3.62,68.44,3.52,6.25,,211,Poor
DL026,2018-06-19,47.88,166.38,2.8,13.11,17.52,23.59,0.89,3.63,25.7,1.75,6.79,,148,Moderate
DL026,2018-06-20,64.91,257.8,7.16,16.07,23.98,26.45,1.12,5.36,35.77,3.56,17.51,,182,Moderate
DL026,2018-06-21,68.93,295,2.59,17.5,23.74,26.44,1.04,5.17,38.58,5.4,12.57,,222,Poor
DL026,2018-06-22,84.13,317.72,22.29,32.1,42.77,31.9,1.33,6.39,43.07,4.15,17.59,,276,Poor
DL026,2018-06-23,78.5,295.25,14.1,21.45,36.23,34.73,1.2,5.46,40.62,3.38,9.62,,249,Poor
DL026,2018-06-24,36.33,214.5,5.13,23.65,24.42,23.13,1.12,12.18,28.86,0,0,,202,Poor
DL026,2018-06-25,,,8.31,31.58,23.96,23.24,1.11,11.06,17.27,,,,174,Moderate
DL026,2018-06-26,46.92,194.33,8.36,30.09,22.83,19.95,1.16,13.04,11.24,0,0,,,
DL026,2018-06-27,45.23,131.94,4.52,22.62,15.67,30.5,1.25,11.88,20.78,1,50.81,,140,Moderate
DL026,2018-06-28,16.06,63.9,3.44,15.86,11.23,35.06,1.09,7.88,10.01,2.23,35.69,,73,Satisfactory
DL026,2018-06-29,29.48,72.81,6.42,18.01,14.82,28.97,1.28,10.42,8.38,2.65,33.67,,71,Satisfactory
DL026,2018-06-30,31.83,86.29,7.93,19.8,17.05,30.16,1.25,7.99,9.65,3,28.82,,92,Satisfactory
